case_id,agent_type,persona_type,difficulty,v_i,judge_s_resolution,judge_s_completeness,judge_s_tone,s_answer_quality,s_grounding,grounding_order_id,grounding_status,grounding_amount,grounding_policy_claim,grounding_policy_condition,s_outcome,tool_f1,tool_arg_correctness,tool_result_usage,s_tool,used_tools,expected_tools,traj_flow_order,traj_no_loops,traj_no_redundancy,traj_identity_verified,s_trajectory,total_tokens,execution_seconds,s_efficiency,i_fatal,fatal_reasons,s_raw,s_agent,proxy_cost,net_value
CASE_090,ReAct,Adversarial,medium,2,4,4,4,75.0,100.0,True,True,,True,,85.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,17724,,79.5,0,,74.4,74.4,53.34,0.9546
CASE_141,ReAct,Adversarial,easy,1,5,5,4,95.0,100.0,True,True,,True,,97.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32118,,35.6,0,,69.8,69.8,82.3,-0.125
CASE_001,Reflection,Adversarial,medium,2,5,5,3,90.0,100.0,True,,,True,,94.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,25668,,54.9,0,,88.9,88.9,48.8,1.29
CASE_002,Reflection,Adversarial,hard,3,4,5,4,82.5,100.0,True,,,True,,89.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,37966,,66.1,0,,89.5,89.5,70.0,1.985
CASE_015,Reflection,Adversarial,easy,1,5,5,5,100.0,66.7,True,True,,,False,86.7,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25624,,44.6,0,,84.3,84.3,48.75,0.3555
CASE_075,Reflection,Adversarial,easy,1,5,5,4,95.0,100.0,True,,,,,97.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25637,,44.6,0,,87.9,87.9,48.76,0.3914
CASE_090,Reflection,Adversarial,medium,2,4,4,5,80.0,100.0,True,True,,True,,88.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25709,,54.8,0,,86.8,86.8,48.86,1.2474
CASE_141,Reflection,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25653,,44.5,0,,88.9,88.9,48.78,0.4012
CASE_001,Single-slot,Adversarial,medium,2,5,3,5,85.0,100.0,True,True,,True,,91.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,20355,,69.2,0,,86.5,86.5,51.81,1.2119
CASE_002,Single-slot,Adversarial,hard,3,5,3,4,80.0,100.0,True,True,,True,,88.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,30292,,82.9,0,,92.4,92.4,74.89,2.0231
CASE_015,Single-slot,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18331,,62.3,0,,92.5,92.5,44.14,0.4836
CASE_075,Single-slot,Adversarial,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,11670,,97.9,0,,99.6,99.6,35.37,0.6423
CASE_090,Single-slot,Adversarial,medium,2,4,4,5,80.0,100.0,True,True,,True,,88.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,14092,,100.0,0,,95.8,95.8,38.56,1.5304
CASE_141,Single-slot,Adversarial,easy,1,5,5,4,95.0,100.0,True,True,,True,,97.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,11571,,98.7,0,,98.7,98.7,35.24,0.6346
CASE_001,PlanExecute,Polite,medium,2,5,4,5,92.5,100.0,True,True,,True,,95.5,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,16936,,83.2,0,,95.1,95.1,37.3,1.529
CASE_002,PlanExecute,Polite,hard,3,4,5,5,87.5,100.0,True,,,True,,92.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,22088,,100.0,0,,97.4,97.4,49.09,2.4311
CASE_015,PlanExecute,Polite,easy,1,3,5,4,70.0,66.7,True,True,,,False,68.7,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,13604,,84.0,0,,85.8,85.8,37.92,0.4788
CASE_075,PlanExecute,Polite,easy,1,4,3,5,72.5,100.0,True,True,,,,83.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,8789,,100.0,0,,94.2,94.2,26.57,0.6763
CASE_090,PlanExecute,Polite,medium,2,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,8812,,100.0,0,,100.0,100.0,26.61,1.7339
CASE_141,PlanExecute,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,8679,,100.0,0,,100.0,100.0,26.43,0.7357
CASE_001,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,,,True,,100.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,False,75.0,15601,,90.3,0,,88.9,88.9,40.55,1.3725
CASE_002,ReAct,Polite,hard,3,3,5,5,75.0,100.0,True,,,True,,85.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25619,,98.0,0,,78.1,78.1,63.74,1.7056
CASE_015,ReAct,Polite,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25707,,44.4,0,,72.6,72.6,63.86,0.0874
CASE_075,ReAct,Polite,easy,1,3,5,5,75.0,100.0,True,,,,,85.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,15643,,73.0,0,,78.1,78.1,40.6,0.375
CASE_090,ReAct,Polite,medium,2,3,3,5,60.0,100.0,True,True,,True,,76.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,11496,,100.0,0,,80.3,80.3,35.14,1.2546
CASE_141,ReAct,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25732,,44.4,0,,72.6,72.6,63.89,0.0871
CASE_001,Reflection,Polite,medium,2,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,18490,,76.2,0,,95.2,95.2,34.35,1.5605
CASE_002,Reflection,Polite,hard,3,4,5,5,87.5,100.0,True,,,True,,92.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,30418,,82.5,0,,93.9,93.9,55.06,2.2664
CASE_015,Reflection,Polite,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18496,,61.8,0,,92.4,92.4,34.36,0.5804
CASE_075,Reflection,Polite,easy,1,3,3,5,60.0,100.0,True,,,,,76.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18532,,61.6,0,,83.9,83.9,34.41,0.4949
CASE_090,Reflection,Polite,medium,2,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18510,,76.1,0,,95.2,95.2,34.38,1.5602
CASE_141,Reflection,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18516,,61.7,0,,92.3,92.3,34.38,0.5792
CASE_001,Single-slot,Polite,medium,2,5,4,5,92.5,100.0,True,True,True,True,,95.5,0.5,1.0,1.0,75.0,apply_refund|query_order,cancel_order|query_order,True,True,True,True,100.0,13360,,100.0,0,,92.2,92.2,42.59,1.4181
CASE_002,Single-slot,Polite,hard,3,4,4,5,80.0,100.0,True,True,True,True,,88.0,1.0,1.0,1.0,100.0,cancel_order|query_order,query_order,True,True,True,True,100.0,25109,,100.0,0,,95.8,95.8,58.07,2.2933
CASE_015,Single-slot,Polite,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,11423,,100.0,0,,100.0,100.0,30.04,0.6996
CASE_075,Single-slot,Polite,easy,1,3,5,5,75.0,100.0,True,,,,,85.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,7359,,100.0,0,,94.8,94.8,24.69,0.7011
CASE_090,Single-slot,Polite,medium,2,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,7336,,100.0,0,,100.0,100.0,24.66,1.7534
CASE_141,Single-slot,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,7273,,100.0,0,,100.0,100.0,24.58,0.7542
CASE_001,PlanExecute,VIP,medium,2,5,3,5,85.0,100.0,True,True,,True,,91.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,17751,,79.4,0,,92.7,92.7,38.38,1.4702
CASE_002,PlanExecute,VIP,hard,3,4,4,4,75.0,100.0,True,,,True,,85.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,29162,,86.1,0,,92.0,92.0,63.41,2.1259
CASE_015,PlanExecute,VIP,easy,1,3,5,4,70.0,100.0,True,True,,,True,82.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,14535,,78.6,0,,89.4,89.4,39.14,0.5026
CASE_075,PlanExecute,VIP,easy,1,5,5,5,100.0,100.0,True,True,,,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,9205,,100.0,0,,100.0,100.0,27.12,0.7288
CASE_090,PlanExecute,VIP,medium,2,4,3,5,72.5,100.0,True,True,,True,,83.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,9167,,100.0,0,,94.2,94.2,27.07,1.6133
CASE_141,PlanExecute,VIP,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,9178,,100.0,0,,100.0,100.0,27.09,0.7291
CASE_001,ReAct,VIP,medium,2,5,5,5,100.0,100.0,True,,,True,,100.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,False,75.0,16045,,87.8,0,,88.4,88.4,41.13,1.3567
CASE_002,ReAct,VIP,hard,3,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,26397,,95.1,0,,87.8,87.8,54.76,2.0864
CASE_015,ReAct,VIP,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,26444,,43.2,0,,72.4,72.4,64.83,0.0757
CASE_075,ReAct,VIP,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,16076,,71.1,0,,83.0,83.0,41.17,0.4183
CASE_090,ReAct,VIP,medium,2,4,3,5,72.5,100.0,True,True,,True,,83.5,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,11921,,100.0,0,,83.0,83.0,35.7,1.303
CASE_141,ReAct,VIP,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,26346,,43.4,0,,72.4,72.4,64.7,0.077
CASE_001,Reflection,VIP,medium,2,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,18934,,74.4,0,,94.9,94.9,34.94,1.5486
CASE_002,Reflection,VIP,hard,3,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,31196,,80.5,0,,96.1,96.1,51.08,2.3722
CASE_015,Reflection,VIP,easy,1,3,5,5,75.0,100.0,True,True,,,True,85.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,19002,,60.1,0,,86.8,86.8,35.03,0.5177
CASE_075,Reflection,VIP,easy,1,5,4,5,92.5,100.0,True,,,,,95.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18965,,60.2,0,,90.5,90.5,34.98,0.5552
CASE_090,Reflection,VIP,medium,2,3,4,5,67.5,100.0,True,True,,True,,80.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18943,,74.4,0,,88.1,88.1,34.95,1.4125
CASE_141,Reflection,VIP,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18966,,60.2,0,,92.0,92.0,34.98,0.5702
CASE_001,Single-slot,VIP,medium,2,5,4,5,92.5,100.0,True,True,,True,,95.5,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,13972,,100.0,0,,94.2,94.2,38.4,1.5
CASE_002,Single-slot,VIP,hard,3,4,2,5,65.0,100.0,True,True,True,True,,79.0,1.0,1.0,1.0,100.0,cancel_order|query_order,query_order,True,True,True,True,100.0,16559,,100.0,0,,92.7,92.7,36.81,2.4129
CASE_015,Single-slot,VIP,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,12258,,93.2,0,,98.6,98.6,31.14,0.6746
CASE_075,Single-slot,VIP,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,7801,,100.0,0,,100.0,100.0,25.27,0.7473
CASE_090,Single-slot,VIP,medium,2,3,3,5,60.0,100.0,True,True,,True,,76.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,7766,,100.0,0,,91.6,91.6,25.23,1.5797
CASE_141,Single-slot,VIP,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,7789,,100.0,0,,100.0,100.0,25.26,0.7474
