case_id,agent_type,persona_type,difficulty,v_i,judge_s_resolution,judge_s_completeness,judge_s_tone,s_answer_quality,s_grounding,grounding_order_id,grounding_status,grounding_amount,grounding_policy_claim,grounding_policy_condition,s_outcome,tool_f1,tool_arg_correctness,tool_result_usage,s_tool,used_tools,expected_tools,traj_flow_order,traj_no_loops,traj_no_redundancy,traj_identity_verified,s_trajectory,total_tokens,execution_seconds,s_efficiency,i_fatal,fatal_reasons,s_raw,s_agent,proxy_cost,net_value
CASE_002,ReAct,Adversarial,hard,3,4,5,4,82.5,100.0,True,,,True,,89.5,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32114,,78.2,0,,75.7,75.7,82.28,1.4482
CASE_002,ReAct,Adversarial,hard,3,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32210,45.25,100.0,0,,83.8,83.8,82.41,1.6899
CASE_002,ReAct,Adversarial,hard,3,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32210,45.02,100.0,0,,83.8,83.8,82.41,1.6899
CASE_015,ReAct,Adversarial,easy,1,3,5,4,70.0,100.0,True,True,,,True,82.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32065,,35.6,0,,64.6,64.6,82.22,-0.1762
CASE_015,ReAct,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32065,44.37,47.3,0,,73.2,73.2,82.22,-0.0902
CASE_015,ReAct,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32065,44.0,47.7,0,,73.3,73.3,82.22,-0.0892
CASE_075,ReAct,Adversarial,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,21785,,52.4,0,,74.2,74.2,58.68,0.1552
CASE_075,ReAct,Adversarial,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,21785,30.04,69.9,0,,77.7,77.7,58.68,0.1902
CASE_075,ReAct,Adversarial,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,21785,30.12,69.7,0,,77.7,77.7,58.68,0.1902
CASE_090,ReAct,Adversarial,medium,2,4,4,4,75.0,100.0,True,True,,True,,85.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,17724,,79.5,0,,74.4,74.4,53.34,0.9546
CASE_090,ReAct,Adversarial,medium,2,5,4,5,92.5,100.0,True,True,,True,,95.5,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,17724,26.36,97.1,0,,81.6,81.6,53.34,1.0986
CASE_090,ReAct,Adversarial,medium,2,5,5,4,95.0,100.0,True,True,,True,,97.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,17724,26.16,97.8,0,,82.3,82.3,53.34,1.1126
CASE_141,ReAct,Adversarial,easy,1,5,5,4,95.0,100.0,True,True,,True,,97.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32118,,35.6,0,,69.8,69.8,82.29,-0.1249
CASE_141,ReAct,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32118,44.44,47.3,0,,73.2,73.2,82.29,-0.0909
CASE_141,ReAct,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,32118,44.77,46.9,0,,73.1,73.1,82.29,-0.0919
CASE_001,Reflection,Adversarial,medium,2,5,5,3,90.0,100.0,True,,,True,,94.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,25668,,54.9,0,,88.9,88.9,48.8,1.29
CASE_001,Reflection,Adversarial,medium,2,5,3,4,80.0,100.0,True,,,True,,88.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,25668,227.0,11.3,0,,78.1,78.1,48.8,1.074
CASE_001,Reflection,Adversarial,medium,2,5,3,4,80.0,100.0,True,,,True,,88.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,25668,249.02,10.3,0,,77.9,77.9,48.8,1.07
CASE_002,Reflection,Adversarial,hard,3,4,5,4,82.5,100.0,True,,,True,,89.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,37966,,66.1,0,,89.5,89.5,69.99,1.9851
CASE_002,Reflection,Adversarial,hard,3,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,37974,374.33,13.5,0,,82.7,82.7,70.0,1.781
CASE_002,Reflection,Adversarial,hard,3,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,37974,382.43,13.2,0,,82.6,82.6,70.0,1.778
CASE_015,Reflection,Adversarial,easy,1,5,5,5,100.0,66.7,True,True,,,False,86.7,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25624,,44.6,0,,84.3,84.3,48.74,0.3556
CASE_015,Reflection,Adversarial,easy,1,5,5,5,100.0,66.7,True,True,,,False,86.7,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25632,279.82,7.5,0,,76.8,76.8,48.75,0.2805
CASE_015,Reflection,Adversarial,easy,1,5,5,5,100.0,66.7,True,True,,,False,86.7,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25624,216.06,9.7,0,,77.3,77.3,48.74,0.2856
CASE_075,Reflection,Adversarial,easy,1,5,5,4,95.0,100.0,True,,,,,97.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25637,,44.6,0,,87.9,87.9,48.76,0.3914
CASE_075,Reflection,Adversarial,easy,1,3,5,5,75.0,100.0,True,,,,,85.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25636,254.06,8.3,0,,76.4,76.4,48.75,0.2765
CASE_075,Reflection,Adversarial,easy,1,3,5,4,70.0,100.0,True,,,,,82.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25637,142.56,14.7,0,,76.6,76.6,48.76,0.2784
CASE_090,Reflection,Adversarial,medium,2,4,4,5,80.0,100.0,True,True,,True,,88.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25709,,54.8,0,,86.8,86.8,48.85,1.2475
CASE_090,Reflection,Adversarial,medium,2,4,5,5,87.5,100.0,True,True,,True,,92.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25709,223.35,11.5,0,,79.7,79.7,48.85,1.1055
CASE_090,Reflection,Adversarial,medium,2,5,5,4,95.0,100.0,True,True,,True,,97.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25709,170.88,15.0,0,,81.9,81.9,48.85,1.1495
CASE_141,Reflection,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25653,,44.5,0,,88.9,88.9,48.78,0.4012
CASE_141,Reflection,Adversarial,easy,1,5,5,4,95.0,100.0,True,True,,True,,97.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25653,280.34,7.5,0,,80.4,80.4,48.78,0.3162
CASE_141,Reflection,Adversarial,easy,1,5,5,4,95.0,100.0,True,True,,True,,97.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25653,273.0,7.7,0,,80.5,80.5,48.78,0.3172
CASE_001,Single-slot,Adversarial,medium,2,5,3,5,85.0,100.0,True,True,,True,,91.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,20355,,69.2,0,,86.5,86.5,51.8,1.212
CASE_001,Single-slot,Adversarial,medium,2,2,2,2,25.0,100.0,True,True,,True,,55.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,30203,53.4,47.9,0,,69.7,69.7,74.77,0.6463
CASE_001,Single-slot,Adversarial,medium,2,1,1,3,10.0,100.0,True,True,,True,,46.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,30203,52.1,49.1,0,,66.7,66.7,74.77,0.5863
CASE_002,Single-slot,Adversarial,hard,3,5,3,4,80.0,100.0,True,True,,True,,88.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,30292,,82.9,0,,92.4,92.4,74.89,2.0231
CASE_002,Single-slot,Adversarial,hard,3,5,5,4,95.0,100.0,True,True,,True,,97.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,30292,51.53,98.2,0,,98.6,98.6,74.89,2.2091
CASE_002,Single-slot,Adversarial,hard,3,5,5,4,95.0,100.0,True,True,,True,,97.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,30292,52.07,97.2,0,,98.4,98.4,74.89,2.2031
CASE_015,Single-slot,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18331,,62.3,0,,92.5,92.5,44.14,0.4836
CASE_015,Single-slot,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18331,31.36,67.0,0,,93.4,93.4,44.14,0.4926
CASE_015,Single-slot,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18331,31.63,66.4,0,,93.3,93.3,44.14,0.4916
CASE_075,Single-slot,Adversarial,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,11670,,97.9,0,,99.6,99.6,35.37,0.6423
CASE_075,Single-slot,Adversarial,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,11670,21.0,100.0,0,,100.0,100.0,35.37,0.6463
CASE_075,Single-slot,Adversarial,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,11670,21.0,100.0,0,,100.0,100.0,35.37,0.6463
CASE_090,Single-slot,Adversarial,medium,2,4,4,5,80.0,100.0,True,True,,True,,88.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,14092,,100.0,0,,95.8,95.8,38.55,1.5305
CASE_090,Single-slot,Adversarial,medium,2,3,4,5,67.5,100.0,True,True,,True,,80.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,14092,25.48,100.0,0,,93.2,93.2,38.55,1.4785
CASE_090,Single-slot,Adversarial,medium,2,3,4,5,67.5,100.0,True,True,,True,,80.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,14092,25.71,99.6,0,,93.1,93.1,38.55,1.4765
CASE_141,Single-slot,Adversarial,easy,1,5,5,4,95.0,100.0,True,True,,True,,97.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,11571,,98.7,0,,98.7,98.7,35.24,0.6346
CASE_141,Single-slot,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,11571,20.83,100.0,0,,100.0,100.0,35.24,0.6476
CASE_141,Single-slot,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,11571,20.81,100.0,0,,100.0,100.0,35.24,0.6476
CASE_001,PlanExecute,Polite,medium,2,5,4,5,92.5,100.0,True,True,,True,,95.5,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,16936,,83.2,0,,95.1,95.1,37.3,1.529
CASE_001,PlanExecute,Polite,medium,2,5,5,5,100.0,100.0,True,True,,True,,100.0,0.667,1.0,1.0,83.3,cancel_order,cancel_order|query_order,False,True,True,True,75.0,16844,31.59,81.0,0,,87.0,87.0,42.18,1.3182
CASE_001,PlanExecute,Polite,medium,2,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,16958,37.18,68.8,0,,93.8,93.8,37.33,1.5027
CASE_002,PlanExecute,Polite,hard,3,4,5,5,87.5,100.0,True,,,True,,92.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,22088,,100.0,0,,97.4,97.4,49.08,2.4312
CASE_002,PlanExecute,Polite,hard,3,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,22512,45.55,100.0,0,,100.0,100.0,49.64,2.5036
CASE_002,PlanExecute,Polite,hard,3,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,22424,44.47,100.0,0,,100.0,100.0,49.53,2.5047
CASE_015,PlanExecute,Polite,easy,1,3,5,4,70.0,66.7,True,True,,,False,68.7,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,13604,,84.0,0,,85.8,85.8,37.91,0.4789
CASE_015,PlanExecute,Polite,easy,1,2,2,5,40.0,66.7,True,True,,,False,50.7,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,13653,28.58,73.5,0,,77.4,77.4,37.98,0.3942
CASE_015,PlanExecute,Polite,easy,1,2,2,4,35.0,66.7,True,True,,,False,47.7,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,13653,33.64,62.4,0,,74.2,74.2,37.98,0.3622
CASE_075,PlanExecute,Polite,easy,1,4,3,5,72.5,100.0,True,True,,,,83.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,8789,,100.0,0,,94.2,94.2,26.57,0.6763
CASE_075,PlanExecute,Polite,easy,1,5,5,5,100.0,100.0,True,True,,,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,8788,18.86,100.0,0,,100.0,100.0,26.57,0.7343
CASE_075,PlanExecute,Polite,easy,1,5,5,5,100.0,100.0,True,True,,,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,8789,23.81,88.2,0,,97.6,97.6,26.57,0.7103
CASE_090,PlanExecute,Polite,medium,2,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,8812,,100.0,0,,100.0,100.0,26.6,1.734
CASE_090,PlanExecute,Polite,medium,2,2,4,5,55.0,100.0,True,True,,True,,73.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,8767,18.44,100.0,0,,90.5,90.5,26.54,1.5446
CASE_090,PlanExecute,Polite,medium,2,2,3,5,47.5,100.0,True,True,,True,,68.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,8811,21.99,100.0,0,,89.0,89.0,26.6,1.514
CASE_141,PlanExecute,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,8679,,100.0,0,,100.0,100.0,26.43,0.7357
CASE_141,PlanExecute,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,13532,25.22,83.3,0,,96.7,96.7,37.82,0.5888
CASE_141,PlanExecute,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,8685,23.53,89.2,0,,97.8,97.8,26.44,0.7136
CASE_001,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,,,True,,100.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,False,75.0,15601,,90.3,0,,88.9,88.9,40.54,1.3726
CASE_001,ReAct,Polite,medium,2,5,3,5,85.0,100.0,True,,,True,,91.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,False,75.0,15603,23.7,100.0,0,,87.7,87.7,40.54,1.3486
CASE_001,ReAct,Polite,medium,2,5,3,5,85.0,100.0,True,,,True,,91.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,False,75.0,15603,22.3,100.0,0,,87.7,87.7,40.54,1.3486
CASE_002,ReAct,Polite,hard,3,3,5,5,75.0,100.0,True,,,True,,85.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25619,,98.0,0,,78.1,78.1,63.73,1.7057
CASE_002,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25619,35.14,100.0,0,,83.8,83.8,63.73,1.8767
CASE_002,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25619,32.62,100.0,0,,83.8,83.8,63.73,1.8767
CASE_015,ReAct,Polite,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25707,,44.4,0,,72.6,72.6,63.85,0.0875
CASE_015,ReAct,Polite,easy,1,4,5,5,87.5,100.0,True,True,,,True,92.5,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25707,37.71,55.7,0,,72.3,72.3,63.85,0.0845
CASE_015,ReAct,Polite,easy,1,4,5,5,87.5,100.0,True,True,,,True,92.5,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25707,34.51,60.9,0,,73.3,73.3,63.85,0.0945
CASE_075,ReAct,Polite,easy,1,3,5,5,75.0,100.0,True,,,,,85.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,15643,,73.0,0,,78.1,78.1,40.6,0.375
CASE_075,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,,,,,64.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,15643,23.11,90.9,0,,74.3,74.3,40.6,0.337
CASE_075,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,,,,,64.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,15643,21.34,98.4,0,,75.8,75.8,40.6,0.352
CASE_090,ReAct,Polite,medium,2,3,3,5,60.0,100.0,True,True,,True,,76.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,11496,,100.0,0,,80.3,80.3,35.14,1.2546
CASE_090,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,11496,18.24,100.0,0,,88.8,88.8,35.14,1.4246
CASE_090,ReAct,Polite,medium,2,3,3,5,60.0,100.0,True,True,,True,,76.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,11488,16.57,100.0,0,,80.3,80.3,35.13,1.2547
CASE_141,ReAct,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25732,,44.4,0,,72.6,72.6,63.88,0.0872
CASE_141,ReAct,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25732,37.16,56.5,0,,75.0,75.0,63.88,0.1112
CASE_141,ReAct,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25732,34.15,61.5,0,,76.0,76.0,63.88,0.1212
CASE_001,Reflection,Polite,medium,2,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,18490,,76.2,0,,95.2,95.2,34.35,1.5605
CASE_001,Reflection,Polite,medium,2,5,3,5,85.0,100.0,True,,,True,,91.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,18492,107.74,23.8,0,,81.6,81.6,34.35,1.2885
CASE_001,Reflection,Polite,medium,2,5,3,5,85.0,100.0,True,,,True,,91.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,18490,161.71,15.8,0,,80.0,80.0,34.35,1.2565
CASE_002,Reflection,Polite,hard,3,4,5,5,87.5,100.0,True,,,True,,92.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,30418,,82.5,0,,93.9,93.9,55.05,2.2665
CASE_002,Reflection,Polite,hard,3,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,30418,175.13,28.9,0,,85.8,85.8,55.05,2.0235
CASE_002,Reflection,Polite,hard,3,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,30429,314.67,16.1,0,,83.2,83.2,55.07,1.9453
CASE_015,Reflection,Polite,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18496,,61.8,0,,92.4,92.4,34.35,0.5805
CASE_015,Reflection,Polite,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18496,106.62,19.7,0,,83.9,83.9,34.35,0.4955
CASE_015,Reflection,Polite,easy,1,5,5,5,100.0,100.0,True,True,,,True,100.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18496,186.4,11.3,0,,82.3,82.3,34.35,0.4795
